timestamp,symbol,quantity,entry_price,exit_price,pnl,reason
2025-08-25,QQQ,86.0,174.31725581908614,173.74244955169428,-49.43333899570098,exit
2025-08-26,AAPL,148.0,101.21260146220547,103.38357088180071,321.3034741000956,exit
2025-08-28,QQQ,84.0,177.2845495126411,175.93884443399108,-113.039226606601,exit
2025-09-01,SPY,94.0,158.5920612387774,158.5569386465501,-3.301523669366361,exit
2025-09-02,QQQ,82.0,180.90662461712685,180.47866052386607,-35.09305564738315,exit
2025-09-02,AAPL,144.0,103.9877699496562,103.86644862667372,-17.470270509478723,exit
2025-09-03,SPY,94.0,159.04378650411854,156.47354700937285,-241.60251250609508,exit
2025-09-05,QQQ,82.0,181.75838896975108,180.55169056002896,-98.94926959721306,exit
2025-09-10,AAPL,143.0,104.31073578706425,103.50171390379322,-115.69012930775716,exit
2025-09-12,SPY,94.0,159.06965437023482,160.44477984744097,129.26179485737885,exit
2025-09-22,SPY,89.0,166.6822770582753,172.07895040132658,480.3039275315641,exit
2025-09-24,AAPL,142.0,105.38873439616528,106.06539373688466,96.08562638215335,exit
2025-10-24,QQQ,82.0,182.01949762640362,181.35707084692842,-54.31899591696492,exit
2025-10-30,QQQ,81.0,184.10646593264744,185.03324863699157,75.06939905187392,exit
2025-11-13,MSFT,141.0,105.76715411641194,105.0658529035925,-98.88347100754254,exit
2025-11-18,MSFT,140.0,106.5293645523092,106.10684465106849,-59.152786173699496,exit
2025-11-25,NVDA,92.0,162.42056987823517,160.20643995339535,-203.6999530852645,exit
2025-11-26,QQQ,79.0,189.1236263109062,187.91805370021194,-95.24023624484471,exit
2025-12-01,NVDA,91.0,163.05860280806831,164.52768019821124,133.68604250300632,exit
2025-12-04,QQQ,78.0,191.87190738071445,197.4036654584997,431.47713006724916,exit
2025-12-04,NVDA,90.0,165.8284121476499,158.76478545480316,-635.7264023562093,exit
2025-12-11,MSFT,140.0,106.76437867352055,107.30297791857046,75.40389430698815,exit
2025-12-18,QQQ,75.0,197.77607936917488,197.96440674627817,14.124553282747002,exit
2025-12-23,QQQ,75.0,198.95373016756383,202.12829608259526,238.09244362735626,exit
2025-12-24,MSFT,137.0,108.73550978092418,112.5746067152673,525.956280005008,exit
2025-12-26,MSFT,132.0,113.15016754204909,112.26465151217444,-116.88811594345316,exit
2026-01-02,MSFT,131.0,113.8835954425711,114.1565248210929,35.75374858635587,exit
2026-01-02,QQQ,71.0,208.5818749529926,208.9520628093021,26.283337797976856,exit
2026-01-06,MSFT,129.0,115.97069998194341,112.77216816696826,-412.6106041317944,exit
2026-01-06,QQQ,69.0,216.98884443980597,215.677152862406,-90.5067188405992,exit
2026-01-09,SPY,102.0,146.46601182817795,145.74054353220347,-73.9977661893954,exit
2026-01-14,QQQ,66.0,224.09578744423453,219.5501615182726,-300.01131111348695,exit
